gene_id,gene_symbol,chr,gene_length
gene_10793,MEGF10,chr5,8128
gene_10794,MEGF11,chr15,6042
gene_10795,MEGF6,chr1,7835
gene_10796,MEGF8,chr19,11167
gene_10797,MEGF9,chr9,7919
gene_10798,MEI1,chr22,7913
gene_10799,MEIG1,chr10,625
gene_10800,MEIS1,chr2,7532
gene_10801,MEIS2,chr15,5422
gene_10802,MEIS3P1,chr17,2856
gene_10803,MEIS3,chr19,5578
gene_10804,MELK,chr9,2802
gene_10805,MEMO1,chr2,2558
gene_10806,MEN1,chr11,4746
gene_10807,MEOX1,chr17,2666
gene_10808,MEOX2,chr7,2371
gene_10809,MEP1A,chr6,3613
gene_10810,MEP1B,chr18,2311
gene_10811,MEPCE,chr7,5132
gene_10812,MEPE,chr4,2394
gene_10813,MERTK,chr2,3811
gene_10814,MESDC1,chr15,3051
gene_10815,MESDC2,chr15,6700
gene_10816,MESP1,chr15,1162
gene_10817,MESP2,chr15,1780
gene_10818,MESTIT1,chr7,3242
gene_10819,MEST,chr7,3170
gene_10820,METAP1,chr4,6578
gene_10821,METAP2,chr12,3643
gene_10822,METRNL,chr17,2583
gene_10823,METRN,chr16,1092
gene_10824,METT10D,chr17,9169
gene_10825,METT11D1,chr14,3131
gene_10826,METT5D1,chr11,5004
gene_10827,METTL10,chr10,2698
gene_10828,METTL11A,chr9,1322
gene_10829,METTL11B,chr1,938
gene_10830,METTL12,chr11,5262
gene_10831,METTL13,chr1,4207
gene_10832,METTL14,chr4,2107
gene_10833,METTL1,chr12,1307
gene_10834,METTL2A,chr17,2941
gene_10835,METTL2B,chr7,2299
gene_10836,METTL3,chr14,3690
gene_10837,METTL4,chr18,3674
gene_10838,METTL5,chr2,1241
gene_10839,METTL6,chr3,3126
gene_10840,METTL7A,chr12,4579
gene_10841,METTL7B,chr12,1505
gene_10842,METTL8,chr2,15636
gene_10843,METTL9,chr16,5437
gene_10844,MET,chr7,8970
gene_10845,MEX3A,chr1,6124
gene_10846,MEX3B,chr15,3530
gene_10847,MEX3C,chr18,4142
gene_10848,MEX3D,chr19,2850
gene_10849,MFAP1,chr15,2063
gene_10850,MFAP2,chr1,1261
gene_10851,MFAP3L,chr4,6303
gene_10852,MFAP3,chr5,5399
gene_10853,MFAP4,chr17,2031
gene_10854,MFAP5,chr12,2882
gene_10855,MFF,chr2,3059
gene_10856,MFGE8,chr15,2855
gene_10857,MFHAS1,chr8,5255
gene_10858,MFI2,chr3,4886
gene_10859,MFN1,chr3,3716
gene_10860,MFN2,chr1,4677
gene_10861,MFNG,chr22,2601
gene_10862,MFRP,chr11,4368
gene_10863,MFSD10,chr4,2832
gene_10864,MFSD11,chr17,5904
gene_10865,MFSD1,chr3,2535
gene_10866,MFSD2A,chr1,2435
gene_10867,MFSD2B,chr2,2144
gene_10868,MFSD3,chr8,1446
gene_10869,MFSD4,chr1,4408
gene_10870,MFSD5,chr12,2216
gene_10871,MFSD6L,chr17,2240
gene_10872,MFSD6,chr2,4955
gene_10873,MFSD7,chr4,2462
gene_10874,MFSD8,chr4,4545
gene_10875,MFSD9,chr2,3359
gene_10876,MGAM,chr7,6484
gene_10877,MGAT1,chr5,4575
gene_10878,MGAT2,chr14,2711
gene_10879,MGAT3,chr22,10057
gene_10880,MGAT4A,chr2,11562
gene_10881,MGAT4B,chr5,3660
gene_10882,MGAT4C,chr12,3478
gene_10883,MGAT5B,chr17,5137
gene_10884,MGAT5,chr2,8145
gene_10885,MGA,chr15,15758
gene_10886,MGC12916,chr17,2006
gene_10887,MGC12982,chr1,2507
gene_10888,MGC14436,chr12,868
gene_10889,MGC15885,chr15,2417
gene_10890,MGC16025,chr2,2127
gene_10891,MGC16121,chrX,1434
gene_10892,MGC16142,chr7,1291
gene_10893,MGC16275,chr17,2485
gene_10894,MGC16384,,
gene_10895,MGC16703,chr22,3203
gene_10896,MGC21881,chr9,6016
gene_10897,MGC23270,chr14,2518
gene_10898,MGC23284,chr16,4348
gene_10899,MGC26647,chr7,1019
gene_10900,MGC27382,chr1,2669
gene_10901,MGC2752,chr19,4189
gene_10902,MGC2889,chr3,2194
gene_10903,MGC29506,chr5,1175
gene_10904,MGC34034,chr6,3517
gene_10905,MGC3771,chr16,1514
gene_10906,MGC42105,chr5,3275
gene_10907,MGC4473,chr1,955
gene_10908,MGC45800,chr4,4953
gene_10909,MGC57346,chr17,2637
gene_10910,MGC70857,chr8,3786
gene_10911,MGC72080,chr7,1435
gene_10912,MGC87042,chr7,2148
gene_10913,MGEA5,chr10,7037
gene_10914,MGLL,chr3,5919
gene_10915,MGMT,chr10,1265
gene_10916,MGP,chr12,1473
gene_10917,MGRN1,chr16,8650
gene_10918,MGST1,chr12,3276
gene_10919,MGST2,chr4,1515
gene_10920,MGST3,chr1,1518
gene_10921,MIA2,chr14,3706
gene_10922,MIA3,chr1,8388
gene_10923,MIAT,chr22,11588
gene_10924,MIA,chr19,803
gene_10925,MIB1,chr18,9696
gene_10926,MIB2,chr1,7247
gene_10927,MICAL1,chr6,4461
gene_10928,MICAL2,chr11,10416
gene_10929,MICAL3,chr22,20901
gene_10930,MICALCL,chr11,3044
gene_10931,MICALL1,chr22,4495
gene_10932,MICALL2,chr7,3141
gene_10933,MICA,,
gene_10934,MICB,chr6,3639
gene_10935,MID1IP1,chrX,2602
gene_10936,MID1,chrX,12488
gene_10937,MID2,chrX,7489
gene_10938,MIDN,chr19,3793
gene_10939,MIER1,chr1,10305
gene_10940,MIER2,chr19,2762
gene_10941,MIER3,chr5,5813
gene_10942,MIF4GD,chr17,1542
gene_10943,MIF,chr22,561
gene_10944,MIIP,chr1,1801
gene_10945,MIMT1,chr19,1288
gene_10946,MINA,chr3,5890
gene_10947,MINK1,chr17,7128
gene_10948,MINPP1,chr10,3303
gene_10949,MIOS,chr7,3893
gene_10950,MIOX,chr22,1636
gene_10951,MIPEP,chr13,3214
gene_10952,MIPOL1,chr14,13437
gene_10953,MIP,chr12,3438
gene_10954,MIR155HG,chr21,1474
gene_10955,MIR17HG,chr13,5805
gene_10956,MIS12,chr17,2893
gene_10957,MITD1,chr2,910
gene_10958,MITF,chr3,6237
gene_10959,MIXL1,chr1,699
gene_10960,MKI67IP,chr2,2460
gene_10961,MKI67,chr10,12495
gene_10962,MKKS,chr20,3202
gene_10963,MKL1,chr22,4775
gene_10964,MKL2,chr16,13858
gene_10965,MKLN1,chr7,11951
gene_10966,MKNK1,chr1,3898
gene_10967,MKNK2,chr19,8221
gene_10968,MKRN1,chr7,4386
gene_10969,MKRN2,chr3,2846
gene_10970,MKRN3,chr15,2713
gene_10971,MKS1,chr17,2542
gene_10972,MKX,chr10,3906
gene_10973,MLANA,chr9,1524
gene_10974,MLC1,chr22,4262
gene_10975,MLEC,chr12,6349
gene_10976,MLF1IP,chr4,2550
gene_10977,MLF1,chr3,2862
gene_10978,MLF2,chr12,2258
gene_10979,MLH1,chr3,3374
gene_10980,MLH3,chr14,8046
gene_10981,MLKL,chr16,2587
gene_10982,MLL2,chr12,19419
gene_10983,MLL3,chr7,21552
gene_10984,MLL4,chr19,8744
gene_10985,MLL5,chr7,8412
gene_10986,MLLT10,chr10,7142
gene_10987,MLLT11,chr1,2158
gene_10988,MLLT1,chr19,4505
gene_10989,MLLT3,chr9,4931
gene_10990,MLLT4,chr6,15792
gene_10991,MLLT6,chr17,11624
gene_10992,MLL,chr11,17631
gene_10993,MLNR,chr13,1239
gene_10994,MLN,chr6,815
gene_10995,MLPH,chr2,5767
gene_10996,MLST8,chr16,3976
gene_10997,MLXIPL,chr7,6009
gene_10998,MLXIP,chr12,6998
gene_10999,MLX,chr17,2669
gene_11000,MLYCD,chr16,2195
gene_11001,MMAA,chr4,5943
gene_11002,MMAB,chr12,4382
gene_11003,MMACHC,chr1,2850
gene_11004,MMADHC,chr2,1437
gene_11005,MMD2,chr7,3087
gene_11006,MMD,chr17,2723
gene_11007,MMEL1,chr1,3051
gene_11008,MME,chr3,6910
gene_11009,MMGT1,chrX,4069
gene_11010,MMP10,chr11,1759
gene_11011,MMP11,chr22,2559
gene_11012,MMP12,chr11,1874
gene_11013,MMP13,chr11,2719
gene_11014,MMP14,chr14,3538
gene_11015,MMP15,chr16,4437
gene_11016,MMP16,chr8,6335
gene_11017,MMP17,chr12,2680
gene_11018,MMP19,chr12,4162
gene_11019,MMP1,chr11,2396
gene_11020,MMP20,chr11,1956
gene_11021,MMP21,chr10,1914
gene_11022,MMP23A,chr1,1258
gene_11023,MMP23B,chr1,1967
gene_11024,MMP24,chr20,4333
gene_11025,MMP25,chr16,3884
gene_11026,MMP26,chr11,991
gene_11027,MMP27,chr11,1647
gene_11028,MMP28,chr17,4326
gene_11029,MMP2,chr16,3908
gene_11030,MMP3,chr11,1828
gene_11031,MMP7,chr11,2593
gene_11032,MMP8,chr11,3397
gene_11033,MMP9,chr20,2336
gene_11034,MMRN1,chr4,5680
gene_11035,MMRN2,chr10,5581
gene_11036,MMS19,chr10,4582
gene_11037,MN1,chr22,7693
gene_11038,MNAT1,chr14,2074
gene_11039,MND1,chr4,1106
gene_11040,MNDA,chr1,1667
gene_11041,MNS1,chr15,2137
gene_11042,MNT,chr17,4842
gene_11043,MNX1,chr7,3653
gene_11044,MOAP1,chr14,2417
gene_11045,MOB2,chr11,2850
gene_11046,MOBKL1A,chr4,8668
gene_11047,MOBKL1B,chr2,2659
gene_11048,MOBKL2A,chr19,3911
gene_11049,MOBKL2B,chr9,6525
gene_11050,MOBKL2C,chr1,2985
gene_11051,MOBKL3,chr2,4023
gene_11052,MOBP,chr3,12130
gene_11053,MOCOS,chr18,2727
gene_11054,MOCS1,chr6,4595
gene_11055,MOCS2,chr5,1575
gene_11056,MOCS3,chr20,3049
gene_11057,MOGAT1,chr2,1289
gene_11058,MOGAT2,chr11,3160
gene_11059,MOGAT3,chr7,1407
gene_11060,MOGS,chr2,4843
gene_11061,MOG,chr6,3855
gene_11062,MON1A,chr3,5203
gene_11063,MON1B,chr16,4499
gene_11064,MON2,chr12,12832
gene_11065,MORC1,chr3,3767
gene_11066,MORC2,chr22,4467
gene_11067,MORC3,chr21,4246
gene_11068,MORC4,chrX,6139
gene_11069,MORF4L1,chr15,3882
gene_11070,MORF4L2,chrX,3485
gene_11071,MORF4,,
gene_11072,MORN1,chr1,3602
gene_11073,MORN2,chr2,741
gene_11074,MORN3,chr12,1385
gene_11075,MORN4,chr10,2848
gene_11076,MORN5,chr9,1903
gene_11077,MOSC1,chr1,2435
gene_11078,MOSC2,chr1,1735
gene_11079,MOSPD1,chrX,2917
gene_11080,MOSPD2,chrX,3376
gene_11081,MOSPD3,chr7,1866
gene_11082,MOS,chr8,1041
gene_11083,MOV10L1,chr22,6666
gene_11084,MOV10,chr1,5655
gene_11085,MOXD1,chr6,3474
gene_11086,MPDU1,chr17,3268
gene_11087,MPDZ,chr9,9202
gene_11088,MPEG1,chr11,4512
gene_11089,MPG,chr16,2027
gene_11090,MPHOSPH10,chr2,3209
gene_11091,MPHOSPH6,chr16,1101
gene_11092,MPHOSPH8,chr13,4827
gene_11093,MPHOSPH9,chr12,4582
gene_11094,MPI,chr15,2575
gene_11095,MPL,chr1,4032
gene_11096,MPND,chr19,1879
gene_11097,MPO,chr17,3215
gene_11098,MPP1,chrX,2915
gene_11099,MPP2,chr17,5104
gene_11100,MPP3,chr17,4112
gene_11101,MPP4,chr2,8664
gene_11102,MPP5,chr14,6865
gene_11103,MPP6,chr7,2187
gene_11104,MPP7,chr10,5844
gene_11105,MPPE1,chr18,3941
gene_11106,MPPED1,chr22,3130
gene_11107,MPPED2,chr11,7385
gene_11108,MPRIP,chr17,14279
gene_11109,MPST,chr22,7279
gene_11110,MPV17L2,chr19,2143
gene_11111,MPV17L,chr16,2309
gene_11112,MPV17,chr2,2372
gene_11113,MPZL1,chr1,6363
gene_11114,MPZL2,chr11,3262
gene_11115,MPZL3,chr11,1114
gene_11116,MPZ,chr1,1955
gene_11117,MR1,chr1,9254
gene_11118,MRAP2,chr6,2213
gene_11119,MRAP,chr21,1459
gene_11120,MRAS,chr3,5126
gene_11121,MRC1,chr10,10259
gene_11122,MRC2,chr17,7238
gene_11123,MRE11A,chr11,5594
gene_11124,MREG,chr2,3213
gene_11125,MRFAP1L1,chr4,1591
gene_11126,MRFAP1,chr4,4327
gene_11127,MRGPRD,chr11,966
gene_11128,MRGPRE,chr11,1296
gene_11129,MRGPRF,chr11,2387
gene_11130,MRGPRG,chr11,870
gene_11131,MRGPRX1,chr11,1190
gene_11132,MRGPRX2,chr11,2035
gene_11133,MRGPRX3,chr11,1639
gene_11134,MRGPRX4,chr11,1444
gene_11135,MRI1,chr19,3389
gene_11136,MRM1,chr17,2048
gene_11137,MRO,chr18,5334
gene_11138,MRP63,chr13,2655
gene_11139,MRPL10,chr17,2078
gene_11140,MRPL11,chr11,1816
gene_11141,MRPL12,chr17,1015
gene_11142,MRPL13,chr8,1110
gene_11143,MRPL14,chr6,774
gene_11144,MRPL15,chr8,1749
gene_11145,MRPL16,chr11,1182
gene_11146,MRPL17,chr11,2366
gene_11147,MRPL18,chr6,1168
gene_11148,MRPL19,chr2,7827
gene_11149,MRPL1,chr4,1359
gene_11150,MRPL20,chr1,1587
gene_11151,MRPL21,chr11,1557
gene_11152,MRPL22,chr5,3173
gene_11153,MRPL23,chr11,742
gene_11154,MRPL24,chr1,1006
gene_11155,MRPL27,chr17,2935
gene_11156,MRPL28,chr16,1140
gene_11157,MRPL2,chr6,2768
gene_11158,MRPL30,chr2,8671
gene_11159,MRPL32,chr7,3179
gene_11160,MRPL33,chr2,518
gene_11161,MRPL34,chr19,968
gene_11162,MRPL35,chr2,4374
gene_11163,MRPL36,chr5,614
gene_11164,MRPL37,chr1,1667
gene_11165,MRPL38,chr17,2181
gene_11166,MRPL39,chr21,1171
gene_11167,MRPL3,chr3,1966
gene_11168,MRPL40,chr22,774
gene_11169,MRPL41,chr9,604
gene_11170,MRPL42P5,chr15,667
gene_11171,MRPL42,chr12,3431
gene_11172,MRPL43,chr10,3652
gene_11173,MRPL44,chr2,1748
gene_11174,MRPL45,chr17,1705
gene_11175,MRPL46,chr15,6400
gene_11176,MRPL47,chr3,1266
gene_11177,MRPL48,chr11,1291
gene_11178,MRPL49,chr11,2259
gene_11179,MRPL4,chr19,3121
gene_11180,MRPL50,chr9,1943
gene_11181,MRPL51,chr12,677
gene_11182,MRPL52,chr14,1544
gene_11183,MRPL53,chr2,655
gene_11184,MRPL54,chr19,623
gene_11185,MRPL55,chr1,1042
gene_11186,MRPL9,chr1,3114
gene_11187,MRPS10,chr6,2239
gene_11188,MRPS11,chr15,2853
gene_11189,MRPS12,chr19,1654
gene_11190,MRPS14,chr1,2329
gene_11191,MRPS15,chr1,965
gene_11192,MRPS16,chr10,3545
gene_11193,MRPS17,chr7,585
gene_11194,MRPS18A,chr6,2426
gene_11195,MRPS18B,chr6,1534
gene_11196,MRPS18C,chr4,1121
gene_11197,MRPS21,chr1,1104
gene_11198,MRPS22,chr3,1456
gene_11199,MRPS23,chr17,1492
gene_11200,MRPS24,chr7,696
gene_11201,MRPS25,chr3,5290
gene_11202,MRPS26,chr20,1039
gene_11203,MRPS27,chr5,3939
gene_11204,MRPS28,chr8,707
gene_11205,MRPS2,chr9,2456
gene_11206,MRPS30,chr5,1822
gene_11207,MRPS31,chr13,1339
gene_11208,MRPS33,chr7,817
gene_11209,MRPS34,chr16,1167
gene_11210,MRPS35,chr12,1897
gene_11211,MRPS36,chr5,1329
gene_11212,MRPS5,chr2,2639
gene_11213,MRPS6,chr21,990
gene_11214,MRPS7,chr17,1415
gene_11215,MRPS9,chr2,1458
gene_11216,MRRF,chr9,3619
gene_11217,MRS2P2,chr12,2690
gene_11218,MRS2,chr6,4220
gene_11219,MRTO4,chr1,2273
gene_11220,MRVI1,chr11,6909
gene_11221,MS4A10,chr11,2296
gene_11222,MS4A12,chr11,2028
gene_11223,MS4A13,chr11,925
gene_11224,MS4A14,chr11,3752
gene_11225,MS4A15,chr11,2369
gene_11226,MS4A1,chr11,4510
gene_11227,MS4A2,chr11,4280
gene_11228,MS4A3,chr11,1655
gene_11229,MS4A4A,chr11,1795
gene_11230,MS4A5,chr11,722
gene_11231,MS4A6A,chr11,3072
gene_11232,MS4A6E,chr11,660
gene_11233,MS4A7,chr11,3736
gene_11234,MS4A8B,chr11,2397
gene_11235,MSC,chr8,2058
gene_11236,MSGN1,chr2,582
gene_11237,MSH2,chr2,4109
gene_11238,MSH3,chr5,4447
gene_11239,MSH4,chr1,3277
gene_11240,MSH5,,
gene_11241,MSH6,chr2,9742
gene_11242,MSI1,chr12,2975
gene_11243,MSI2,chr17,8564
gene_11244,MSL1,chr17,5637
gene_11245,MSL2,chr3,4770
gene_11246,MSL3L2,chr2,1990
gene_11247,MSL3,chrX,5860
gene_11248,MSLNL,,
gene_11249,MSLN,chr16,3320
gene_11250,MSMB,chr10,495
gene_11251,MSMP,chr9,677
gene_11252,MSN,chrX,4143
gene_11253,MSR1,chr8,5604
gene_11254,MSRA,chr8,2528
gene_11255,MSRB2,chr10,1811
gene_11256,MSRB3,chr12,4666
gene_11257,MST1P2,chr1,5616
gene_11258,MST1P9,chr1,5836
gene_11259,MST1R,chr3,5542
gene_11260,MST1,chr3,3474
gene_11261,MST4,chrX,3530
gene_11262,MSTN,chr2,2819
gene_11263,MSTO1,chr1,6340
gene_11264,MSTO2P,chr1,5408
gene_11265,MSX1,chr4,1937
gene_11266,MSX2P1,chr17,2161
gene_11267,MSX2,chr5,2208
gene_11268,MT1A,chr16,580
gene_11269,MT1B,chr16,380
gene_11270,MT1DP,chr16,569
gene_11271,MT1E,chr16,1153
gene_11272,MT1F,chr16,441
gene_11273,MT1G,chr16,465
gene_11274,MT1H,chr16,397
gene_11275,MT1IP,chr16,2005
gene_11276,MT1L,chr16,426
gene_11277,MT1M,chr16,570
gene_11278,MT1X,chr16,626
gene_11279,MT2A,chr16,419
gene_11280,MT3,chr16,582
gene_11281,MT4,chr16,294
gene_11282,MTA1,chr14,3143
gene_11283,MTA2,chr11,3322
gene_11284,MTA3,chr2,6721
gene_11285,MTAP,chr9,6141
gene_11286,MTBP,chr8,4821
gene_11287,MTCH1,chr6,2950
gene_11288,MTCH2,chr11,2628
gene_11289,MTCP1NB,chrX,1014
gene_11290,MTCP1,chrX,2320
gene_11291,MTDH,chr8,7667
gene_11292,MTERFD1,chr8,1782
gene_11293,MTERFD2,chr2,3679
gene_11294,MTERFD3,chr12,4863
gene_11295,MTERF,chr7,2784
gene_11296,MTF1,chr1,8023
gene_11297,MTF2,chr1,4987
gene_11298,MTFMT,chr15,2746
gene_11299,MTFR1,chr8,3229
gene_11300,MTG1,chr10,2531
gene_11301,MTHFD1L,chr6,5933
gene_11302,MTHFD1,chr14,3770
gene_11303,MTHFD2L,chr4,7284
gene_11304,MTHFD2,chr2,2285
gene_11305,MTHFR,chr1,9834
gene_11306,MTHFSD,chr16,4049
gene_11307,MTHFS,chr15,2668
gene_11308,MTIF2,chr2,3423
gene_11309,MTIF3,chr13,3081
gene_11310,MTL5,chr11,5413
gene_11311,MTM1,chrX,3781
gene_11312,MTMR10,chr15,12197
gene_11313,MTMR11,chr1,4633
gene_11314,MTMR12,chr5,5187
gene_11315,MTMR14,chr3,2569
gene_11316,MTMR15,chr15,6387
gene_11317,MTMR1,chrX,5671
gene_11318,MTMR2,chr11,5029
gene_11319,MTMR3,chr22,9019
gene_11320,MTMR4,chr17,6850
gene_11321,MTMR6,chr13,5741
gene_11322,MTMR7,chr8,6077
gene_11323,MTMR8,chrX,3785
gene_11324,MTMR9L,chr1,2973
gene_11325,MTMR9,chr8,7628
gene_11326,MTNR1A,chr4,1105
gene_11327,MTNR1B,chr11,1662
gene_11328,MTO1,chr6,3285
gene_11329,MTOR,chr1,9755
gene_11330,MTP18,chr22,1936
gene_11331,MTPAP,chr10,8337
gene_11332,MTRF1L,chr6,4113
gene_11333,MTRF1,chr13,3785
gene_11334,MTRR,chr5,3524
gene_11335,MTR,chr1,10615
gene_11336,MTSS1L,chr16,4977
gene_11337,MTSS1,chr8,6544
gene_11338,MTTP,chr4,4903
gene_11339,MTUS1,chr8,8219
gene_11340,MTUS2,chr13,7300
gene_11341,MTVR2,chr17,812
gene_11342,MTX1,chr1,1642
gene_11343,MTX2,chr2,1592
gene_11344,MTX3,chr5,7934
gene_11345,MUC12,chr7,16321
gene_11346,MUC13,chr3,2876
gene_11347,MUC15,chr11,3392
gene_11348,MUC16,chr19,44114
gene_11349,MUC17,chr7,14350
gene_11350,MUC1,chr1,7189
gene_11351,MUC20,chr3,7129
gene_11352,MUC21,chr6,5510
gene_11353,MUC2,chr11,8623
gene_11354,MUC4,chr3,19311
gene_11355,MUC5B,chr11,20504
gene_11356,MUC6,chr11,8003
gene_11357,MUC7,chr4,2851
gene_11358,MUCL1,chr12,489
gene_11359,MUDENG,chr14,4350
gene_11360,MUL1,chr1,2458
gene_11361,MUM1L1,chrX,4309
gene_11362,MUM1,chr19,6474
gene_11363,MURC,chr9,2625
gene_11364,MUS81,chr11,3111
gene_11365,MUSK,chr9,2942
gene_11366,MUSTN1,chr3,1805
gene_11367,MUTED,chr6,2980
gene_11368,MUTYH,chr1,2847
gene_11369,MUT,chr6,3886
gene_11370,MVD,chr16,2957
gene_11371,MVK,chr12,2397
gene_11372,MVP,chr16,4011
gene_11373,MX1,chr21,3605
gene_11374,MX2,chr21,8425
gene_11375,MXD1,chr2,10945
gene_11376,MXD3,chr5,4309
gene_11377,MXD4,chr4,3986
gene_11378,MXI1,chr10,4001
gene_11379,MXRA5,chrX,9792
gene_11380,MXRA7,chr17,6003
gene_11381,MXRA8,chr1,3550
gene_11382,MYADML2,chr17,2452
gene_11383,MYADML,chr2,2157
gene_11384,MYADM,chr19,3769
gene_11385,MYBBP1A,chr17,6024
gene_11386,MYBL1,chr8,5419
gene_11387,MYBL2,chr20,2713
gene_11388,MYBPC1,chr12,4733
gene_11389,MYBPC2,chr19,3598
gene_11390,MYBPC3,chr11,4444
gene_11391,MYBPHL,chr1,2137
gene_11392,MYBPH,chr1,1806
gene_11393,MYB,chr6,5862
gene_11394,MYCBP2,chr13,15664
gene_11395,MYCBPAP,chr17,3350
gene_11396,MYCBP,chr1,2565
gene_11397,MYCL1,chr1,6169
gene_11398,MYCNOS,chr2,770
gene_11399,MYCN,chr2,3536
gene_11400,MYCT1,chr6,3043
gene_11401,MYC,chr8,3469
gene_11402,MYD88,chr3,3770
gene_11403,MYEF2,chr15,8193
gene_11404,MYEOV2,chr2,1132
gene_11405,MYEOV,chr11,4610
gene_11406,MYF5,chr12,1520
gene_11407,MYF6,chr12,1337
gene_11408,MYH10,chr17,7807
gene_11409,MYH11,chr16,13422
gene_11410,MYH13,chr17,6254
gene_11411,MYH14,chr19,8915
gene_11412,MYH15,chr3,7074
gene_11413,MYH16,chr7,2267
gene_11414,MYH1,chr17,6020
gene_11415,MYH2,chr17,6151
gene_11416,MYH3,chr17,6038
gene_11417,MYH4,chr17,6015
gene_11418,MYH6,chr14,6656
gene_11419,MYH7B,chr20,7511
gene_11420,MYH7,chr14,6030
gene_11421,MYH8,chr17,6038
gene_11422,MYH9,chr22,8097
gene_11423,MYL10,chr7,1009
gene_11424,MYL12A,chr18,1280
gene_11425,MYL12B,chr18,1216
gene_11426,MYL1,chr2,1151
gene_11427,MYL2,chr12,927
gene_11428,MYL3,chr3,929
gene_11429,MYL4,chr17,1118
gene_11430,MYL5,chr4,4340
gene_11431,MYL6B,chr12,2108
gene_11432,MYL6,chr12,1731
gene_11433,MYL7,chr7,597
gene_11434,MYL9,chr20,1197
gene_11435,MYLIP,chr6,3071
gene_11436,MYLK2,chr20,3053
gene_11437,MYLK3,chr16,8907
gene_11438,MYLK4,chr6,5948
gene_11439,MYLK,chr3,10768
gene_11440,MYLPF,chr16,655
gene_11441,MYNN,chr3,6341
gene_11442,MYO10,chr5,13663
gene_11443,MYO15A,chr17,16232
gene_11444,MYO15B,chr17,17336
gene_11445,MYO16,chr13,8918
gene_11446,MYO18A,chr17,8054
gene_11447,MYO18B,chr22,10565
gene_11448,MYO19,chr17,8605
gene_11449,MYO1A,chr12,4093
gene_11450,MYO1B,chr2,7185
gene_11451,MYO1C,chr17,5451
gene_11452,MYO1D,chr17,5861
gene_11453,MYO1E,chr15,5110
gene_11454,MYO1F,chr19,4672
gene_11455,MYO1G,chr7,8293
gene_11456,MYO1H,chr12,4512
gene_11457,MYO3A,chr10,7936
gene_11458,MYO3B,chr2,7823
gene_11459,MYO5A,chr15,12300
gene_11460,MYO5B,chr18,10136
gene_11461,MYO5C,chr15,7420
gene_11462,MYO6,chr6,9992
gene_11463,MYO7A,chr11,10035
gene_11464,MYO7B,chr2,8562
gene_11465,MYO9A,chr15,16755
gene_11466,MYO9B,chr19,9759
gene_11467,MYOCD,chr17,7345
gene_11468,MYOC,chr1,2547
gene_11469,MYOD1,chr11,1806
gene_11470,MYOF,chr10,7200
gene_11471,MYOG,chr1,1533
gene_11472,MYOM1,chr18,5847
gene_11473,MYOM2,chr8,5011
gene_11474,MYOM3,chr1,10317
gene_11475,MYOT,chr5,2861
gene_11476,MYOZ1,chr10,1583
gene_11477,MYOZ2,chr4,2597
gene_11478,MYOZ3,chr5,4076
gene_11479,MYPN,chr10,7896
gene_11480,MYPOP,chr19,1887
gene_11481,MYRIP,chr3,5729
gene_11482,MYSM1,chr1,12528
gene_11483,MYST1,chr16,3113
gene_11484,MYST2,chr17,4446
gene_11485,MYST3,chr8,10325
gene_11486,MYST4,chr10,8938
gene_11487,MYT1L,chr2,8819
gene_11488,MYT1,chr20,6076
gene_11489,MZF1,chr19,5906
gene_11490,N4BP1,chr16,7106
gene_11491,N4BP2L1,chr13,4404
gene_11492,N4BP2L2,chr13,5812
gene_11493,N4BP2,chr4,9895
gene_11494,N4BP3,chr5,5987
gene_11495,N6AMT1,chr21,1723
gene_11496,N6AMT2,chr13,908
gene_11497,NAA10,chrX,2304
gene_11498,NAA11,chr4,1516
gene_11499,NAA15,chr4,5554
gene_11500,NAA16,chr13,4905
gene_11501,NAA20,chr20,1333
gene_11502,NAA25,chr12,6149
gene_11503,NAA30,chr14,4475
gene_11504,NAA35,chr9,3621
gene_11505,NAA38,chr7,12520
gene_11506,NAA40,chr11,3681
gene_11507,NAA50,chr3,6483
gene_11508,NAAA,chr4,4787
gene_11509,NAALAD2,chr11,5056
gene_11510,NAALADL1,chr11,3832
gene_11511,NAALADL2,chr3,5867
gene_11512,NAB1,chr2,5566
gene_11513,NAB2,chr12,2711
gene_11514,NACA2,chr17,770
gene_11515,NACAD,chr7,4761
gene_11516,NACAP1,chr8,703
gene_11517,NACA,chr12,3676
gene_11518,NACC1,chr19,4500
gene_11519,NACC2,chr9,6899
gene_11520,NADK,chr1,5116
gene_11521,NADSYN1,chr11,6451
gene_11522,NAE1,chr16,2907
gene_11523,NAF1,chr4,2313
gene_11524,NAGA,chr22,3726
gene_11525,NAGK,chr2,3993
gene_11526,NAGLU,chr17,2782
gene_11527,NAGPA,chr16,3556
gene_11528,NAGS,chr17,3245
gene_11529,NAIF1,chr9,3398
gene_11530,NAIP,chr5,12767
gene_11531,NALCN,chr13,8529
gene_11532,NAMPT,chr7,6852
gene_11533,NANOG,chr12,2098
gene_11534,NANOS1,chr10,4627
gene_11535,NANOS2,chr19,1564
gene_11536,NANOS3,chr19,833
gene_11537,NANP,chr20,3799
gene_11538,NANS,chr9,2591
gene_11539,NAP1L1,chr12,8619
gene_11540,NAP1L2,chrX,2574
gene_11541,NAP1L3,chrX,2758
gene_11542,NAP1L4,chr11,3651
gene_11543,NAP1L5,chr4,1958
gene_11544,NAP1L6,chrX,2044
gene_11545,NAPA,chr19,3414
